contract_id,contract_name,source,contract_type,expected_risk,latency_ms,status,total_classified,human_review_flagged,avg_confidence,avg_entropy,avg_margin,num_rewrites,avg_risk_reduction,sim_mean_risk,sim_ci_lower,sim_ci_upper,sim_ci_width,sim_volatility,sim_dominant_source,num_anomalies,overall_risk,risk_level,structural_risk,num_conflicts,completeness,power_score,dispute_risk,num_hotspots
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic","INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",cuad,MSA,unknown,302,SUCCESS,11,11,0.0713,1.0,0.0015,5,0,65.5,0,0,0,unknown,classification,1,66.7875,MEDIUM,100,1,0.43,0.0,73.6,7
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEME,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,cuad,Franchise,unknown,237,SUCCESS,17,17,0.0713,1.0,0.0013,5,0,66.1,0,0,0,unknown,classification,1,66.51249999999999,MEDIUM,94.5,2,1.0,0.0,76.3,4
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT","INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",cuad,Supply,unknown,308,SUCCESS,7,7,0.0711,1.0,0.0016,5,0,30.2,0,0,0,unknown,classification,2,30.061617647058824,LOW,15.0,0,1.0,41.9,34.3,3
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreemen,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,cuad,MSA,unknown,242,SUCCESS,7,7,0.0717,1.0,0.0017,2,0,65.5,0,0,0,unknown,classification,1,66.9125,MEDIUM,100,0,0.36,5.0,71.8,7
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLI","IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",cuad,MSA,unknown,251,SUCCESS,7,7,0.0709,1.0,0.0021,3,0,63.9,0,0,0,unknown,classification,2,65.16875,MEDIUM,100,0,0.36,0.0,70.3,7
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT","IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT",cuad,MSA,unknown,254,SUCCESS,10,10,0.0709,1.0,0.0013,2,0,66.3,0,0,0,unknown,classification,0,67.80065789473684,MEDIUM,100,1,0.36,5.1,73.6,6
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT,IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,224,SUCCESS,7,7,0.0733,0.9996,0.0031,4,0,65.9,0,0,0,unknown,classification,1,67.05772058823528,MEDIUM,100,1,0.14,0.3,74.0,8
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Ag,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,cuad,MSA,unknown,132,SUCCESS,4,4,0.071,1.0,0.001,1,0,65.5,0,0,0,unknown,classification,0,67.23958333333333,MEDIUM,100,0,0.21,1.2,74.0,7
IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content L,IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement,cuad,License,unknown,332,SUCCESS,9,9,0.0709,1.0,0.0014,7,0,80.5,0,0,0,unknown,classification,0,81.96576086956522,HIGH,100,0,0.5,59.5,80.1,7
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Conten,IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,cuad,License,unknown,275,SUCCESS,10,10,0.0706,0.9999,0.0016,8,0,76.6,0,0,0,unknown,classification,0,78.3625,HIGH,100,1,0.62,46.1,78.3,7
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor ,ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,cuad,MSA,unknown,335,SUCCESS,9,9,0.0717,0.9999,0.0014,7,0,68.5,0,0,0,unknown,classification,0,70.23889705882353,HIGH,100,1,0.21,15.6,74.2,9
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_99631,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourc,cuad,MSA,unknown,345,SUCCESS,15,15,0.0703,1.0,0.0008,7,0,70.6,0,0,0,unknown,classification,1,72.4875,HIGH,100,1,0.43,0.0,85.0,8
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Bran,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,cuad,MSA,unknown,299,SUCCESS,8,8,0.072,1.0,0.0024,6,0,80.2,0,0,0,unknown,classification,1,81.7765243902439,HIGH,100,0,0.36,63.3,78.2,7
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturi,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,cuad,MSA,unknown,291,SUCCESS,13,13,0.0722,0.9999,0.0024,3,0,66.4,0,0,0,unknown,classification,0,67.3935606060606,MEDIUM,100,1,0.14,3.0,73.6,8
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_114197,InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distribut,cuad,MSA,unknown,125,SUCCESS,6,6,0.0715,1.0,0.0017,6,0,67.5,0,0,0,unknown,classification,3,69.00825163398693,MEDIUM,100,0,0.21,10.2,73.9,11
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_S,cuad,MSA,unknown,218,SUCCESS,6,6,0.0713,1.0,0.0018,5,0,67.7,0,0,0,unknown,classification,2,68.74375,MEDIUM,100,0,0.21,10.0,73.5,9
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17,IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreeme,cuad,MSA,unknown,438,SUCCESS,8,8,0.0706,1.0,0.0013,8,0,67.9,0,0,0,unknown,classification,0,69.36858974358974,MEDIUM,100,0,0.29,10.7,74.4,10
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Brandin,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,cuad,NDA,unknown,183,SUCCESS,6,6,0.0712,1.0,0.0017,4,0,61.9,0,0,0,unknown,classification,0,63.5094362745098,MEDIUM,100,0,0.29,24.2,57.3,3
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agre,IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement,cuad,MSA,unknown,306,SUCCESS,8,8,0.0709,1.0,0.0014,6,0,69.0,0,0,0,unknown,classification,1,70.38557692307691,HIGH,100,0,0.36,17.1,73.9,8
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROP,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,cuad,MSA,unknown,162,SUCCESS,11,11,0.0745,0.9995,0.0036,7,0,66.9,0,0,0,unknown,classification,1,67.84722222222221,MEDIUM,100,0,0.29,3.1,74.4,7
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,cuad,Franchise,unknown,393,SUCCESS,14,14,0.071,1.0,0.001,8,0,37.3,0,0,0,unknown,classification,1,37.224999999999994,LOW,45.0,1,1.0,35.0,33.4,2
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,188,SUCCESS,9,9,0.0704,1.0,0.0007,1,0,68.0,0,0,0,unknown,classification,1,69.90208333333332,MEDIUM,100,1,0.36,16.7,73.1,7
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREE,KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT,cuad,MSA,unknown,243,SUCCESS,7,7,0.0707,1.0,0.0009,2,0,70.5,0,0,0,unknown,classification,0,72.225,HIGH,100,1,0.43,0.0,84.4,6
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMEN,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,cuad,MSA,unknown,321,SUCCESS,11,11,0.0704,1.0,0.0009,4,0,69.3,0,0,0,unknown,classification,0,71.20625,HIGH,100,1,0.36,21.0,74.0,6
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREE","KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT",cuad,MSA,unknown,168,SUCCESS,6,6,0.0702,1.0,0.0015,3,0,73.5,0,0,0,unknown,classification,1,75.48768939393939,HIGH,100,2,0.36,17.0,84.2,7
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMEN","KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",cuad,MSA,unknown,94,SUCCESS,6,6,0.0738,0.9995,0.0038,3,0,66.9,0,0,0,unknown,classification,2,68.00625,MEDIUM,100,1,0.36,5.0,74.0,9
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMEN","KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",cuad,MSA,unknown,78,SUCCESS,6,6,0.0708,1.0,0.0015,2,0,65.1,0,0,0,unknown,classification,1,66.69375,MEDIUM,100,0,0.29,5.0,71.4,8
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Pa","KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",cuad,MSA,unknown,330,SUCCESS,9,9,0.0723,0.9999,0.0032,5,0,68.4,0,0,0,unknown,classification,1,69.44166666666666,MEDIUM,100,1,0.29,11.1,74.4,7
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Pa","KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",cuad,MSA,unknown,222,SUCCESS,7,7,0.0719,0.9999,0.002,4,0,66.4,0,0,0,unknown,classification,0,67.40972222222221,MEDIUM,100,1,0.14,3.1,73.6,8
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufa,KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement,cuad,MSA,unknown,296,SUCCESS,8,8,0.0715,1.0,0.0023,8,0,70.7,0,0,0,unknown,classification,0,72.16485294117646,HIGH,100,0,0.21,22.9,75.2,9
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,cuad,MSA,unknown,291,SUCCESS,11,11,0.0711,0.9999,0.0012,5,0,68.3,0,0,0,unknown,classification,1,70.08243006993007,HIGH,100,1,0.43,14.0,74.6,7
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR ","LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",cuad,MSA,unknown,111,SUCCESS,13,13,0.0735,0.9997,0.0037,3,0,67.3,0,0,0,unknown,classification,3,68.45,MEDIUM,100,1,0.57,53.8,55.4,3
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERA,LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,cuad,MSA,unknown,245,SUCCESS,8,8,0.0714,1.0,0.0013,4,0,65.6,0,0,0,unknown,classification,1,66.7875,MEDIUM,100,0,0.36,0.0,73.6,7
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREE,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,197,SUCCESS,7,7,0.073,0.9999,0.003,3,0,69.7,0,0,0,unknown,classification,1,70.87083333333332,HIGH,100,0,0.36,20.4,73.6,7
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,cuad,MSA,unknown,304,SUCCESS,8,8,0.0715,1.0,0.0013,6,0,67.0,0,0,0,unknown,classification,0,68.44375,MEDIUM,100,1,0.21,5.0,74.9,8
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,98,SUCCESS,5,5,0.0712,1.0,0.0018,4,0,70.0,0,0,0,unknown,classification,0,71.69280303030303,HIGH,100,1,0.29,20.2,75.3,10
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT,LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,203,SUCCESS,6,6,0.0713,1.0,0.001,5,0,76.5,0,0,0,unknown,classification,0,78.10666666666665,HIGH,100,1,0.21,48.2,76.9,9
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,cuad,MSA,unknown,64,SUCCESS,4,4,0.069,1.0,0.0005,2,0,65.3,0,0,0,unknown,classification,2,67.13125,MEDIUM,100,0,0.14,5.0,72.3,8
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,cuad,MSA,unknown,312,SUCCESS,8,8,0.0724,0.9999,0.002,5,0,66.8,0,0,0,unknown,classification,0,68.44375,MEDIUM,100,1,0.36,5.0,74.9,8
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Br,LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,cuad,MSA,unknown,246,SUCCESS,7,7,0.0734,0.9997,0.0036,7,0,73.3,0,0,0,unknown,classification,1,74.41125,HIGH,100,0,0.29,30.7,76.6,9
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-1,LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agre,cuad,MSA,unknown,297,SUCCESS,9,9,0.0711,0.9999,0.0016,5,0,65.8,0,0,0,unknown,classification,0,67.225,MEDIUM,100,1,0.29,0.0,74.4,7
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_E,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development ,cuad,MSA,unknown,235,SUCCESS,7,7,0.0729,0.9999,0.0021,7,0,71.7,0,0,0,unknown,classification,1,73.05375000000001,HIGH,100,0,0.21,30.5,73.9,9
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License ,cuad,License,unknown,198,SUCCESS,8,8,0.072,0.9999,0.0019,1,0,65.4,0,0,0,unknown,power_asymmetry,1,67.02083333333334,MEDIUM,100,0,0.5,11.7,69.4,5
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10,LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License ,cuad,License,unknown,209,SUCCESS,5,5,0.0746,0.9998,0.0048,5,0,66.7,0,0,0,unknown,classification,0,67.51666666666667,MEDIUM,100,0,0.25,5.8,72.7,6
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endo,LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,cuad,MSA,unknown,212,SUCCESS,7,7,0.0724,1.0,0.003,4,0,91.3,0,0,0,unknown,classification,0,92.8675,HIGH,100,0,0.36,99.8,85.8,7
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agre,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,cuad,MSA,unknown,83,SUCCESS,4,4,0.0703,1.0,0.0008,3,0,64.9,0,0,0,unknown,classification,1,66.475,MEDIUM,100,0,0.14,5.0,70.9,9
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agr,cuad,MSA,unknown,300,SUCCESS,8,8,0.0715,0.9999,0.0027,8,0,72.5,0,0,0,unknown,classification,1,73.96805555555557,HIGH,100,0,0.21,30.6,75.7,9
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Suppl,LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,cuad,Supply,unknown,323,SUCCESS,14,14,0.0708,1.0,0.0012,4,0,22.0,0,0,0,unknown,classification,1,22.043713450292394,LOW,32.5,1,1.0,9.1,20.9,1
"Loop Industries, Inc. - Marketing Agreement","Loop Industries, Inc. - Marketing Agreement",cuad,MSA,unknown,278,SUCCESS,9,9,0.0714,1.0,0.0013,3,0,67.4,0,0,0,unknown,classification,0,69.32916666666667,MEDIUM,100,1,0.29,8.3,75.3,9
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,cuad,Collaboration,unknown,178,SUCCESS,7,7,0.071,1.0,0.0013,2,0,19.2,0,0,0,unknown,classification,2,18.933333333333334,LOW,17.5,0,1.0,8.3,24.0,2
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT","MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",cuad,MSA,unknown,40,SUCCESS,1,1,0.07,1.0,0.0,1,0,65.7,0,0,0,unknown,classification,1,66.74375,MEDIUM,100,0,0.07,0.0,73.5,9
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGR,MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,337,SUCCESS,9,9,0.0726,1.0,0.0024,8,0,68.0,0,0,0,unknown,classification,0,69.225,MEDIUM,100,0,0.29,10.0,74.4,9
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGR,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,cuad,MSA,unknown,308,SUCCESS,9,9,0.072,1.0,0.0021,6,0,69.3,0,0,0,unknown,classification,0,70.49166666666666,HIGH,100,0,0.36,16.3,74.4,6
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORS","MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",cuad,MSA,unknown,123,SUCCESS,8,8,0.0724,0.9999,0.0021,5,0,84.2,0,0,0,unknown,classification,0,85.79435483870967,HIGH,100,1,0.14,82.7,78.5,9
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION ,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,cuad,MSA,unknown,82,SUCCESS,6,6,0.0727,0.9998,0.0035,2,0,65.6,0,0,0,unknown,classification,0,66.60968567251462,MEDIUM,100,0,0.29,0.2,73.1,6
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AG","MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",cuad,MSA,unknown,263,SUCCESS,7,7,0.0724,0.9999,0.003,3,0,68.9,0,0,0,unknown,classification,2,70.26433566433565,HIGH,100,0,0.36,21.0,72.1,7
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,cuad,Supply,unknown,265,SUCCESS,11,11,0.071,1.0,0.002,2,0,13.6,0,0,0,unknown,classification,1,13.474999999999998,LOW,17.5,0,1.0,0.0,16.4,1
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT","MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT",cuad,MSA,unknown,172,SUCCESS,6,6,0.0707,1.0,0.0008,3,0,71.2,0,0,0,unknown,classification,0,73.6625,HIGH,100,2,0.36,5.0,85.3,8
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,cuad,MSA,unknown,106,SUCCESS,10,10,0.0721,0.9999,0.0023,3,0,69.2,0,0,0,unknown,classification,0,70.67291666666665,HIGH,100,1,0.14,18.3,74.0,8
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES ,MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,cuad,MSA,unknown,312,SUCCESS,9,9,0.0716,1.0,0.0014,6,0,73.3,0,0,0,unknown,classification,0,74.51401515151515,HIGH,100,1,0.36,32.9,75.9,8
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT","MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT",cuad,MSA,unknown,314,SUCCESS,9,9,0.0702,1.0,0.0007,6,0,66.3,0,0,0,unknown,classification,1,67.44375,MEDIUM,100,0,0.36,0.0,74.9,9
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION ","MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",cuad,MSA,unknown,249,SUCCESS,11,11,0.0715,1.0,0.0014,6,0,71.1,0,0,0,unknown,classification,0,72.59722222222221,HIGH,100,0,0.43,24.7,75.3,7
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT","MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT",cuad,MSA,unknown,60,SUCCESS,6,6,0.071,1.0,0.0015,1,0,65.3,0,0,0,unknown,classification,0,66.56875,MEDIUM,100,0,0.36,0.0,73.1,6
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,cuad,MSA,unknown,330,SUCCESS,12,12,0.0712,1.0,0.0018,5,0,76.7,0,0,0,unknown,classification,0,78.725,HIGH,100,2,0.43,32.5,84.4,6
MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,cuad,MSA,unknown,80,SUCCESS,6,6,0.0718,1.0,0.0012,3,0,67.2,0,0,0,unknown,classification,0,68.44375,MEDIUM,100,1,0.21,5.0,74.9,8
MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,cuad,MSA,unknown,103,SUCCESS,8,8,0.0716,1.0,0.002,3,0,68.1,0,0,0,unknown,classification,0,69.82499999999999,MEDIUM,100,0,0.36,13.0,74.4,7
MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,cuad,MSA,unknown,281,SUCCESS,8,8,0.0711,1.0,0.0013,4,0,69.0,0,0,0,unknown,classification,0,70.73541666666665,HIGH,100,0,0.29,20.8,73.1,7
MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREE,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,cuad,Franchise,unknown,205,SUCCESS,20,20,0.0712,1.0,0.0019,7,0,39.6,0,0,0,unknown,power_asymmetry,1,38.4875,LOW,55.0,1,1.0,0.0,44.0,3
MSCIINC_02_28_2008-EX-10.10-,MSCIINC_02_28_2008-EX-10.10-,cuad,MSA,unknown,292,SUCCESS,9,9,0.0711,1.0,0.0013,4,0,91.0,0,0,0,unknown,classification,1,93.5625,HIGH,100,1,0.43,83.9,93.6,8
MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Pr,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum,cuad,MSA,unknown,122,SUCCESS,6,6,0.073,0.9998,0.003,5,0,66.9,0,0,0,unknown,classification,1,68.00625,MEDIUM,100,1,0.14,5.0,74.0,9
"Magenta Therapeutics, Inc. - Master Development and Manufact","Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",cuad,MSA,unknown,236,SUCCESS,8,8,0.07,1.0,0.001,4,0,78.0,0,0,0,unknown,classification,3,80.13958333333335,HIGH,100,1,0.29,38.3,84.9,7
"MetLife, Inc. - Remarketing Agreement","MetLife, Inc. - Remarketing Agreement",cuad,MSA,unknown,154,SUCCESS,6,6,0.0707,1.0,0.0013,2,0,66.5,0,0,0,unknown,classification,0,68.05624999999999,MEDIUM,100,0,0.21,5.2,74.0,8
Microgenics Corporation - Collaborative Development and Comm,Microgenics Corporation - Collaborative Development and Commercialization Agreem,cuad,MSA,unknown,188,SUCCESS,8,8,0.072,1.0,0.0021,3,0,66.8,0,0,0,unknown,classification,0,68.14807692307691,MEDIUM,100,0,0.36,4.6,74.4,6
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-1,MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License ,cuad,License,unknown,91,SUCCESS,5,5,0.0712,1.0,0.0016,3,0,60.0,0,0,0,unknown,classification,1,61.42307692307692,MEDIUM,100,0,0.38,3.4,61.5,4
Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,cuad,MSA,unknown,141,SUCCESS,5,5,0.0722,1.0,0.0036,2,0,67.7,0,0,0,unknown,classification,1,68.8,MEDIUM,100,0,0.14,12.2,72.7,9
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_1189,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Tradema,cuad,License,unknown,352,SUCCESS,9,9,0.0751,0.9996,0.0048,9,0,72.0,0,0,0,unknown,classification,1,72.95227272727273,HIGH,100,0,0.25,31.8,73.2,6
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.1,MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreem,cuad,MSA,unknown,226,SUCCESS,17,17,0.0719,0.9998,0.0022,10,0,71.8,0,0,0,unknown,classification,3,73.35,HIGH,100,2,0.57,1.2,86.2,7
